chrom	start	end	cov_ancient	cov_modern	desert
1	20500001	21000000	0.0504128053917439	0.249048300679374	FALSE
1	21000001	21500000	0.0578494623655914	0.262176815291091	FALSE
1	21500001	22000000	0.04	0.225277473989636	FALSE
1	22000001	22500000	0.0350441120061373	0.213696249484819	FALSE
1	22500001	23000000	0.0115067544163492	0.184526241797158	FALSE
1	23000001	23500000	0.02	0.182076031915698	FALSE
1	23500001	24000000	0.00291323125245387	0.1430891817346	FALSE
1	24000001	24500000	0.0147168576104746	0.162354901913521	FALSE
1	24500001	25000000	0.0180726846424385	0.205994513636973	FALSE
1	25000001	25500000	0.0172202486678508	0.0300606121390556	TRUE
1	25500001	26000000	0.015770887166236	0.00330157746486398	TRUE
1	26000001	26500000	0.0301930501930502	0.0663457636462478	FALSE
1	26500001	27000000	0.0374702886247878	0.0821260720981335	FALSE
1	27000001	27500000	0.02	0.139989302288592	FALSE
1	27500001	28000000	0.0196835970024979	0.103534102268138	FALSE
1	28000001	28500000	0.152981316003249	0.106613497583516	FALSE
1	28500001	29000000	0.0665899864682003	0.127208235229252	FALSE
1	29000001	29500000	0.0278004216444132	0.183029894153364	FALSE
1	29500001	30000000	0.0353682105964678	0.182704778077386	FALSE
1	30000001	30500000	0.0199677028663706	0.193536321475062	FALSE
1	30500001	31000000	0.025976034016235	0.160398138087381	FALSE
1	31000001	31500000	0.04	0.195478371324827	FALSE
1	31500001	32000000	0.0385783003741315	0.200093485706298	FALSE
1	32000001	32500000	0.0333966530981456	0.156523506279412	FALSE
1	32500001	33000000	0.0847907390917186	0.060929775731417	FALSE
1	33000001	33500000	0.0876295666949873	0.0857757449966812	FALSE
1	33500001	34000000	0.0556961018297534	0.182494693864103	FALSE
1	34000001	34500000	0.0732976653696498	0.214623563678705	FALSE
1	34500001	35000000	0.0521308016877637	0.213794316753226	FALSE
1	35000001	35500000	0.04	0.180323151837096	FALSE
1	35500001	36000000	0.0470167696381289	0.14642492246492	FALSE
1	36000001	36500000	0.0652192823486771	0.0962169306076913	FALSE
1	36500001	37000000	0.0462799856784819	0.150829902979444	FALSE
1	37000001	37500000	0.0376260311640697	0.164002595020964	FALSE
1	37500001	38000000	0.0706434519303558	0.172331177933768	FALSE
1	38000001	38500000	0.0771655753040225	0.188743990552877	FALSE
1	38500001	39000000	0.072518337408313	0.206918604815324	FALSE
1	39000001	39500000	0.0425181598062954	0.202367371788937	FALSE
1	39500001	40000000	0.04	0.207223280789884	FALSE
1	40000001	40500000	0.0122935779816514	0.193701815525008	FALSE
1	40500001	41000000	0	0.201234231498231	FALSE
1	41000001	41500000	0.0148278829604131	0.229142924868034	FALSE
1	41500001	42000000	0.0304238921001927	0.229677372211861	FALSE
1	42000001	42500000	0.116837146702557	0.164386270779334	FALSE
1	42500001	43000000	0.157784256559767	0.190119599916536	FALSE
1	43000001	43500000	0.0999892008639309	0.17345084197286	FALSE
1	43500001	44000000	0.0899641343332247	0.224824819199928	FALSE
1	44000001	44500000	0.0837846037163443	0.232141058212595	FALSE
1	44500001	45000000	0.06	0.232737082592776	FALSE
1	45000001	45500000	0.0711173860427592	0.215798526960408	FALSE
1	45500001	46000000	0.0795240233497979	0.158475093528326	FALSE
1	46000001	46500000	0.079877800407332	0.153804355132899	FALSE
1	46500001	47000000	0.0612046204620462	0.219581522913152	FALSE
1	47000001	47500000	0.055056280954525	0.169158485595951	FALSE
1	47500001	48000000	0.0505123339658444	0.182458774065932	FALSE
1	48000001	48500000	0.0488444830582103	0.229297124846841	FALSE
1	48500001	49000000	0.0394005708848716	0.233690915968081	FALSE
1	49000001	49500000	0.0588975091874234	0.253319810604187	FALSE
1	49500001	50000000	0.0528871595330739	0.261876411107532	FALSE
1	50000001	50500000	0.059070996978852	0.262847266569709	FALSE
1	50500001	51000000	0.161235408560311	0.286447505083328	FALSE
1	51000001	51500000	0.129984901862104	0.22309233600909	FALSE
1	51500001	52000000	0.0732217573221757	0.14633283011452	FALSE
1	52000001	52500000	0.0970792079207921	0.237031094539791	FALSE
1	52500001	53000000	0.119536998759818	0.252500233528113	FALSE
1	53000001	53500000	0.0715837742504409	0.247132437989976	FALSE
1	53500001	54000000	0.0617419588001446	0.27098437121792	FALSE
1	54000001	54500000	0.0531818181818182	0.232151534989076	FALSE
1	54500001	55000000	0.0361696591204788	0.243540275855193	FALSE
1	55000001	55500000	0.067325642370215	0.251402726375408	FALSE
1	55500001	56000000	0.0397340299216338	0.214930978696126	FALSE
1	56000001	56500000	0.0314968487394958	0.187352587300621	FALSE
1	56500001	57000000	0.0378325123152709	0.256149118160761	FALSE
1	57000001	57500000	0.0582174521698553	0.328307270705404	FALSE
1	57500001	58000000	0.080343347639485	0.22530106180398	FALSE
1	58000001	58500000	0.212174386920981	0.207776709254934	FALSE
1	58500001	59000000	0.125414220482714	0.20937020706617	FALSE
1	59000001	59500000	0.0709973045822103	0.0991590247253525	FALSE
1	59500001	60000000	0.0864260494311495	0.133905195544353	FALSE
1	60000001	60500000	0.145922574157868	0.186867163417788	FALSE
1	60500001	61000000	0.172521126760563	0.194797338173019	FALSE
1	61000001	61500000	0.151670061099796	0.281682567642145	FALSE
1	61500001	62000000	0.110675752413401	0.171946612048048	FALSE
1	62000001	62500000	0.0812228967909801	0.259559974388162	FALSE
1	62500001	63000000	0.0467901234567901	0.221787471499957	FALSE
1	63000001	63500000	0.132685063512922	0.275938230285575	FALSE
1	63500001	64000000	0.0878471575023299	0.291009946699688	FALSE
1	64000001	64500000	0.0188834951456311	0.248073500255612	FALSE
1	64500001	65000000	0.0787467362924282	0.27846208290049	FALSE
1	65000001	65500000	0.148625235404896	0.319288909344571	FALSE
1	65500001	66000000	0.079266862170088	0.268021863639394	FALSE
1	66000001	66500000	0.0348279689234184	0.231818511523696	FALSE
1	66500001	67000000	0.0134792122538293	0.231950304372572	FALSE
1	67000001	67500000	0.0872079207920792	0.284412157321555	FALSE
1	67500001	68000000	0.0926573062922517	0.215915582095831	FALSE
1	68000001	68500000	0.039699963410172	0.228810994309242	FALSE
1	68500001	69000000	0.0515134568332751	0.25937840992717	FALSE
1	69000001	69500000	0.0711065362840968	0.155866529435836	FALSE
1	69500001	70000000	0.00528748590755355	0.0122822878253641	TRUE
1	70000001	70500000	0.0394765539803708	0.0986025943295709	FALSE
1	70500001	71000000	0.0714393581878244	0.22348336204431	FALSE
1	71000001	71500000	0.141643835616438	0.220119521912351	FALSE
1	71500001	72000000	0.187793427230047	0.275465932878655	FALSE
1	72000001	72500000	0.0446304541406946	0.175177235383946	FALSE
1	72500001	73000000	0.0392687385740402	0.182074910141627	FALSE
1	73000001	73500000	0.0702750740584003	0.176202225386189	FALSE
1	73500001	74000000	0.0798615118291979	0.0883419592657408	FALSE
1	74000001	74500000	0.0746320868516285	0.0967409540177293	FALSE
1	74500001	75000000	0.0620751494449189	0.13001497658999	FALSE
1	75000001	75500000	0.0599517374517375	0.0734766725779808	FALSE
1	75500001	76000000	0.0240992998090388	0.14400708372035	FALSE
1	76000001	76500000	0.0400927487352445	0.110189228315689	FALSE
1	76500001	77000000	0.0405564472980203	0.105311397789609	FALSE
1	77000001	77500000	0.0208191808191808	0.0474639761452905	TRUE
1	77500001	78000000	0.0577790697674419	0.146668925114207	FALSE
1	78000001	78500000	0.0550985915492958	0.166379519784553	FALSE
1	78500001	79000000	0.040982686008423	0.103970605048024	FALSE
1	79000001	79500000	0.0349001711351968	0.208979030497228	FALSE
1	79500001	80000000	0.115654911838791	0.199155535942553	FALSE
1	80000001	80500000	0.0691735084838533	0.172518886110019	FALSE
1	80500001	81000000	0.0962942779291553	0.206309114686293	FALSE
1	81000001	81500000	0.0466264333132167	0.214940876154232	FALSE
1	81500001	82000000	0.0420235676554246	0.17506715643745	FALSE
1	82000001	82500000	0.04	0.152016077006987	FALSE
1	82500001	83000000	0.0390921110621419	0.183942561844951	FALSE
1	83000001	83500000	0.0750610583446404	0.186481611477079	FALSE
1	83500001	84000000	0.0929118597138902	0.17766596435249	FALSE
1	84000001	84500000	0.0798524945770065	0.160965032109692	FALSE
1	84500001	85000000	0.0598634229620145	0.198736428966759	FALSE
1	85000001	85500000	0.0429588164734106	0.212756044429351	FALSE
1	85500001	86000000	0.0276660988074957	0.166555018862603	FALSE
1	86000001	86500000	0.0311518661518662	0.100082664483535	FALSE
1	86500001	87000000	0.0442550242550243	0.180310935976797	FALSE
1	87000001	87500000	0.0267410506741051	0.094249363791548	FALSE
1	87500001	88000000	0.0196126315789474	0.147893729740536	FALSE
1	88000001	88500000	0.0262671342046541	0.198236563767203	FALSE
1	88500001	89000000	0.0599602385685885	0.192988643928029	FALSE
1	89000001	89500000	0.0417110694183865	0.175552115688431	FALSE
1	89500001	90000000	0.0497459233978005	0.174606279649322	FALSE
1	90000001	90500000	0.0536338904003109	0.178130198984283	FALSE
1	90500001	91000000	0.0318916734033953	0.153311718064628	FALSE
1	91000001	91500000	0.0739496491952126	0.18347555233611	FALSE
1	91500001	92000000	0.0768339768339768	0.23032650101349	FALSE
1	92000001	92500000	0.0697626293365794	0.234739948913684	FALSE
1	92500001	93000000	0.0855445544554456	0.239071938054235	FALSE
1	93000001	93500000	0.0797320341047503	0.104045063764082	FALSE
1	93500001	94000000	0.079962511715089	0.0255610972568579	FALSE
1	94000001	94500000	0.0346070975918885	0.0655168617412905	FALSE
1	94500001	95000000	0.0231505604362315	0.124219368410004	FALSE
1	95000001	95500000	0.0499060215802297	0.203724616158887	FALSE
1	95500001	96000000	0.0580497512437811	0.223386804687409	FALSE
1	96000001	96500000	0.0873240938166311	0.230071283164139	FALSE
1	96500001	97000000	0.0794877833382396	0.212205233121568	FALSE
1	97000001	97500000	0.100616191412652	0.147200610344275	FALSE
1	97500001	98000000	0.0948819277108434	0.0881617369080997	FALSE
1	98000001	98500000	0.146863106200123	0.214784017457142	FALSE
1	98500001	99000000	0.246848847139197	0.270812695165285	FALSE
1	99000001	99500000	0.215312232677502	0.138714981344463	FALSE
1	99500001	100000000	0.00988452655889146	0.00697825032688967	TRUE
1	100000001	100500000	0.16193661971831	0.139639486065518	FALSE
1	100500001	101000000	0.248427672955975	0.111326032424248	FALSE
1	101000001	101500000	0.183506891271057	0.134447246796808	FALSE
1	101500001	102000000	0.1171649883811	0.159577803713317	FALSE
1	102000001	102500000	0.0530703012912482	0.102654649467398	FALSE
1	102500001	103000000	0.020726392251816	0.00500849510442853	TRUE
1	103000001	103500000	0.0242599277978339	0.079402506591709	FALSE
1	103500001	104000000	0.0407706093189964	0.134897671670732	FALSE
1	104000001	104500000	0.00779245283018868	0.00968711447357145	TRUE
1	104500001	105000000	0.101887417218543	0	FALSE
1	105000001	105500000	0.0817623188405797	0.0532165978941377	FALSE
1	105500001	106000000	0.0361316872427984	0.078327273949847	FALSE
1	106000001	106500000	0.101169076052797	0.167563512185026	FALSE
1	106500001	107000000	0.0779366149696561	0.195977493534633	FALSE
1	107000001	107500000	0.036842678279804	0.151235134719823	FALSE
1	107500001	108000000	0.0277084425799685	0.0959154453614115	FALSE
1	108000001	108500000	0.0495089936801167	0.106296967337726	FALSE
1	108500001	109000000	0.0868	0.198635843075554	FALSE
1	109000001	109500000	0.0192943654555029	0.127631623752404	FALSE
1	109500001	110000000	0.02	0.181192807648992	FALSE
1	110000001	110500000	0.02	0.202731604701526	FALSE
1	110500001	111000000	0.0885095320623917	0.147825679843175	FALSE
1	111000001	111500000	0.109399198931909	0.161387921118872	FALSE
1	111500001	112000000	0.00806581352833638	0.101901433812772	FALSE
1	112000001	112500000	0.0127374301675978	0.180059058419337	FALSE
1	112500001	113000000	0.0367947178871549	0.0238028242502395	TRUE
1	113000001	113500000	0.0485113268608414	0.156857233642119	FALSE
1	113500001	114000000	0.06	0.213149216371143	FALSE
1	114000001	114500000	0.0527231638418079	0.196636783065293	FALSE
1	114500001	115000000	0.0496420581655481	0.234674116902862	FALSE
1	115000001	115500000	0.0942389525368249	0.187516098889012	FALSE
1	115500001	116000000	0.0822466039707419	0.158795682568566	FALSE
1	116000001	116500000	0.0846516007532957	0.218960874281572	FALSE
1	116500001	117000000	0.0451481481481481	0.212498083016011	FALSE
1	117000001	117500000	0.011864406779661	0.116032301682304	FALSE
1	117500001	118000000	0.0366732051785014	0.143334552072779	FALSE
1	118000001	118500000	0.0443475018642804	0.188110027755303	FALSE
1	118500001	119000000	0.00623383768913342	0.170910053479775	FALSE
1	119000001	119500000	0	0.151840510299229	FALSE
1	119500001	120000000	0.0120533196616252	0.157930460897527	FALSE
1	120000001	120500000	0.0133333333333333	0.139611765703145	FALSE
1	120500001	121000000	0.0113408723747981	0.151124256401262	FALSE
1	121000001	121500000	0.0105675340768278	0.135026629581657	FALSE
1	121500001	122000000	0	0.0888400103290542	FALSE
1	122000001	122500000	0	0.103308279200416	FALSE
2	1	500000	0.0876516853932584	0.0809583484244839	FALSE
2	500001	1000000	0.164590984974958	0.139563681164719	FALSE
2	1000001	1500000	0.112469733656174	0.146825835344752	FALSE
2	1500001	2000000	0.104594594594595	0.228368672625354	FALSE
2	2000001	2500000	0.122613636363636	0.248040349811516	FALSE
2	2500001	3000000	0.121843532145624	0.276093760157505	FALSE
2	3000001	3500000	0.147150395778364	0.278855988908577	FALSE
2	3500001	4000000	0.206771978021978	0.152125027023688	FALSE
2	4000001	4500000	0.186525679758308	0.0101574191040715	FALSE
2	4500001	5000000	0.515412844036697	0	FALSE
2	5000001	5500000	0.642352941176471	0	FALSE
2	5500001	6000000	0.250689655172414	0	FALSE
2	6000001	6500000	0.0424523612261806	0	TRUE
2	6500001	7000000	0.137368421052632	0.0881214047205434	FALSE
2	7000001	7500000	0.182883922134102	0.227063340535805	FALSE
2	7500001	8000000	0.108092369477912	0.22657379049114	FALSE
2	8000001	8500000	0.0590502283105023	0.210568875720543	FALSE
2	8500001	9000000	0.044852013585638	0.213488477850385	FALSE
2	9000001	9500000	0.0343845593590677	0.191714578084497	FALSE
2	9500001	10000000	0.04	0.153725997163981	FALSE
2	10000001	10500000	0.0432705882352941	0.154880705592432	FALSE
2	10500001	11000000	0.0335359438924605	0.201214268608626	FALSE
2	11000001	11500000	0.13298273155416	0.269943624516712	FALSE
2	11500001	12000000	0.023172338090011	0.197450578145697	FALSE
2	12000001	12500000	0.0258493870402802	0.135081031686391	FALSE
2	12500001	13000000	0.0952951096121417	0.166006334771716	FALSE
2	13000001	13500000	0.0722550724637681	0.0779135785393565	FALSE
2	13500001	14000000	0.0695406100698273	0.0585181768427191	FALSE
2	14000001	14500000	0.0187051618547682	0.0701461887005753	FALSE
2	14500001	15000000	0.02	0.0705605431826177	FALSE
2	15000001	15500000	0.0127629733520337	0.21031043468489	FALSE
2	15500001	16000000	0.00877490039840638	0.194896133078238	FALSE
2	16000001	16500000	0	0.204608474694171	FALSE
2	16500001	17000000	0	0.20353044312641	FALSE
2	17000001	17500000	0	0.101588591936738	FALSE
2	17500001	18000000	0.00813503499382462	0.000651016287102081	TRUE
2	18000001	18500000	0.0287921847246892	0.00421134254926602	TRUE
2	18500001	19000000	0.0520965147453083	0.203870728720482	FALSE
2	19000001	19500000	0.0582135728542914	0.206990617721926	FALSE
2	19500001	20000000	0.04135845314824	0.106228764595298	FALSE
2	20000001	20500000	0.027561669829222	0.164677003440854	FALSE
2	20500001	21000000	0.0152666666666667	0.177207186076608	FALSE
2	21000001	21500000	0	0.189769472621957	FALSE
2	21500001	22000000	0.0292315959161741	0.151181866242281	FALSE
2	22000001	22500000	0.0286761710794297	0.128755327527101	FALSE
2	22500001	23000000	0.018018676410881	0.159232589833968	FALSE
2	23000001	23500000	0.0088404868673927	0.062527719533991	FALSE
2	23500001	24000000	0.02	0.0859569103659164	FALSE
2	24000001	24500000	0.0199466056445462	0.146765657179697	FALSE
2	24500001	25000000	0.0270190439176059	0.14666126394389	FALSE
2	25000001	25500000	0.0360558464223386	0.146650590413	FALSE
2	25500001	26000000	0.0267176802255336	0.181360088213687	FALSE
2	26000001	26500000	0	0.193230624648907	FALSE
2	26500001	27000000	0.00201528839471855	0.179664439097404	FALSE
2	27000001	27500000	0.0396748554913295	0.185364950454592	FALSE
2	27500001	28000000	0.0224330357142857	0.183326179748949	FALSE
2	28000001	28500000	0	0.168728392216259	FALSE
2	28500001	29000000	0	0.191809684339565	FALSE
2	29000001	29500000	0	0.17853745275309	FALSE
2	29500001	30000000	0.0230576923076923	0.191976419802588	FALSE
2	30000001	30500000	0.0243449691991787	0.217736731319694	FALSE
2	30500001	31000000	0.0138545150501672	0.174805053291109	FALSE
2	31000001	31500000	0.0120877192982456	0.210394300659956	FALSE
2	31500001	32000000	0	0.198513074140221	FALSE
2	32000001	32500000	0.0103951807228916	0.176087945922929	FALSE
2	32500001	33000000	0.0335793790275337	0.215235188112191	FALSE
2	33000001	33500000	0.0351632131705932	0.216719860339301	FALSE
2	33500001	34000000	0.0288858397365532	0.222920451267338	FALSE
2	34000001	34500000	0.0291285316354954	0.220109988970033	FALSE
2	34500001	35000000	0.051563981042654	0.196614953161023	FALSE
2	35000001	35500000	0.0401457489878543	0.175847899400305	FALSE
2	35500001	36000000	0.0402556538839725	0.153762708772433	FALSE
2	36000001	36500000	0.0611143270622287	0.169158430420043	FALSE
2	36500001	37000000	0.0412898845892736	0.219216713125734	FALSE
2	37000001	37500000	0.02	0.226379737460415	FALSE
2	37500001	38000000	0.02	0.254524460903124	FALSE
2	38000001	38500000	0.0273642903858731	0.200996846815034	FALSE
2	38500001	39000000	0.0358551691281563	0.21081022444874	FALSE
2	39000001	39500000	0.0220424836601307	0.0966017872952634	FALSE
2	39500001	40000000	0.0404599524187153	0.196671142573061	FALSE
2	40000001	40500000	0.0703346818683339	0.132421310647388	FALSE
2	40500001	41000000	0.0297997205402888	0.171703134765357	FALSE
2	41000001	41500000	0.02	0.188538864024422	FALSE
2	41500001	42000000	0.038298042349181	0.19166784220971	FALSE
2	42000001	42500000	0.06	0.155668107711	FALSE
2	42500001	43000000	0.0822333125389894	0.186357756440473	FALSE
2	43000001	43500000	0.114861200774693	0.122799391884376	FALSE
2	43500001	44000000	0.250404172099087	0.223327663130251	FALSE
2	44000001	44500000	0.129817644159685	0.172683707361224	FALSE
2	44500001	45000000	0.0455386081982841	0.173847798176066	FALSE
2	45000001	45500000	0.0548324958123953	0.193871506875003	FALSE
2	45500001	46000000	0.0470122249388753	0.227169976382875	FALSE
2	46000001	46500000	0.19567106283941	0.290500004643431	FALSE
2	46500001	47000000	0.204767123287671	0.248879899024131	FALSE
2	47000001	47500000	0.0917274357441721	0.244092777824871	FALSE
2	47500001	48000000	0.140365217391304	0.259584587742544	FALSE
2	48000001	48500000	0.0872326203208556	0.266331554199148	FALSE
2	48500001	49000000	0.131447282252783	0.290073525141417	FALSE
2	49000001	49500000	0.0613414634146341	0.213611700591284	FALSE
2	49500001	50000000	0.0383340919435594	0.165213553369461	FALSE
2	50000001	50500000	0.0485574354407836	0.115833816389561	FALSE
2	50500001	51000000	0.0550218340611354	0.225616362999883	FALSE
2	51000001	51500000	0.129048034934498	0.261630356764045	FALSE
2	51500001	52000000	0.0447385984427141	0.237380316674199	FALSE
2	52000001	52500000	0.02	0.225236558313853	FALSE
2	52500001	53000000	0.0545483613109512	0.239800230124647	FALSE
2	53000001	53500000	0.0858703071672355	0.236082783832134	FALSE
2	53500001	54000000	0.0659207920792079	0.214879168211866	FALSE
2	54000001	54500000	0.0602510864316755	0.195825058233245	FALSE
2	54500001	55000000	0.0876678445229682	0.22578583304577	FALSE
2	55000001	55500000	0.0646774193548387	0.193281756996841	FALSE
2	55500001	56000000	0.0299248120300752	0.178570230861068	FALSE
2	56000001	56500000	0.0751459746387496	0.183667408288922	FALSE
2	56500001	57000000	0.0721175401393517	0.196039403154971	FALSE
2	57000001	57500000	0.0806461421512733	0.118118810510431	FALSE
2	57500001	58000000	0.00479326186830015	0.0133589934049114	TRUE
2	58000001	58500000	0.0536901408450704	0.18494054969207	FALSE
2	58500001	59000000	0.0414194065757819	0.134879480351478	FALSE
2	59000001	59500000	0.0364596273291926	0.0446328619317955	TRUE
2	59500001	60000000	0.0522210065645514	0.089030842920453	FALSE
2	60000001	60500000	0.0484956772334294	0.217671815127266	FALSE
2	60500001	61000000	0.0399165217391304	0.215115895755041	FALSE
2	61000001	61500000	0.0598896044158234	0.217567247662693	FALSE
2	61500001	62000000	0.0906955736224029	0.260454884610453	FALSE
2	62000001	62500000	0.117001921844971	0.24584068099188	FALSE
2	62500001	63000000	0.042323879231473	0.22737334305004	FALSE
2	63000001	63500000	0.0220071400238001	0.219317720769676	FALSE
2	63500001	64000000	0.0359131293188549	0.227236752067103	FALSE
2	64000001	64500000	0.0304072096128171	0.213455972370635	FALSE
2	64500001	65000000	0.0519779787652379	0.183243684149697	FALSE
2	65000001	65500000	0.0392616372391653	0.134783877044125	FALSE
2	65500001	66000000	0.0634237536656892	0.214279218336161	FALSE
2	66000001	66500000	0.0736063518595905	0.23339038726265	FALSE
2	66500001	67000000	0.0540398550724638	0.19785835233278	FALSE
2	67000001	67500000	0.0506028531983433	0.224856630970983	FALSE
2	67500001	68000000	0.0636989032901296	0.178525983213117	FALSE
2	68000001	68500000	0.0537437934458789	0.205468222427323	FALSE
2	68500001	69000000	0.0507394366197183	0.218280451432991	FALSE
2	69000001	69500000	0.0489734299516908	0.222189343697187	FALSE
2	69500001	70000000	0.0529559118236473	0.196416027223032	FALSE
2	70000001	70500000	0.034357251908397	0.0720734997683449	FALSE
2	70500001	71000000	0	0.00405736274256501	TRUE
2	71000001	71500000	0.0371471698113208	0.0550041371567709	FALSE
2	71500001	72000000	0.0834629404617254	0.201109253462341	FALSE
2	72000001	72500000	0.089041394335512	0.173121510275656	FALSE
2	72500001	73000000	0.06	0.179137208101532	FALSE
2	73000001	73500000	0.0372493573264781	0.168041402230275	FALSE
2	73500001	74000000	0.0624226254002135	0.142372658127819	FALSE
2	74000001	74500000	0.0653708439897698	0.193654970137276	FALSE
2	74500001	75000000	0.0499744680851064	0.219051282844943	FALSE
2	75000001	75500000	0.0415491329479769	0.200220803532857	FALSE
2	75500001	76000000	0.00436223506743738	0.194943622622635	FALSE
2	76000001	76500000	0.02	0.177738784252417	FALSE
2	76500001	77000000	0.0199687792694349	0.176958831341301	FALSE
2	77000001	77500000	0.0251551814834298	0.194292095686518	FALSE
2	77500001	78000000	0.0425264217413186	0.218788033245608	FALSE
2	78000001	78500000	0.0396023688663283	0.201625790416316	FALSE
2	78500001	79000000	0.045422276621787	0.177586192028423	FALSE
2	79000001	79500000	0.0199594155844156	0.137527425776299	FALSE
2	79500001	80000000	0.02	0.152283319938424	FALSE
2	80000001	80500000	0.000529300567107751	0.178420833170883	FALSE
2	80500001	81000000	0	0.207499675397894	FALSE
2	81000001	81500000	0.0196697000337041	0.22216268167163	FALSE
2	81500001	82000000	0.0056344696969697	0.1576208101813	FALSE
2	82000001	82500000	0	0.135869032906696	FALSE
2	82500001	83000000	0.0135013652593993	0.171896510171842	FALSE
2	83000001	83500000	0.00719937123395337	0.144727800068803	FALSE
2	83500001	84000000	0	0.115145103422898	FALSE
2	84000001	84500000	0	0.0203257637407775	TRUE
2	84500001	85000000	0	0.120906523961867	FALSE
3	1	500000	0.0768472372697725	0.0217405872261662	FALSE
3	500001	1000000	0.150134770889488	0.278484907631721	FALSE
3	1000001	1500000	0.174757665677547	0.237086877538769	FALSE
3	1500001	2000000	0.147371512481645	0.298353085934105	FALSE
3	2000001	2500000	0.128755980861244	0.344009026937836	FALSE
3	2500001	3000000	0.170710767065447	0.32482778303309	FALSE
3	3000001	3500000	0.211555555555556	0.319746340807148	FALSE
3	3500001	4000000	0.113480441323972	0.247806958108609	FALSE
3	4000001	4500000	0.0955514479359211	0.271340321222693	FALSE
3	4500001	5000000	0.0968228571428571	0.293282297167917	FALSE
3	5000001	5500000	0.0972492401215806	0.280245180892591	FALSE
3	5500001	6000000	0.111519536903039	0.284801271106052	FALSE
3	6000001	6500000	0.1081143281366	0.268901084042302	FALSE
3	6500001	7000000	0.0605908683974933	0.243542218018414	FALSE
3	7000001	7500000	0.0571910624715002	0.17177677419957	FALSE
3	7500001	8000000	0.027928870292887	0.245291277943163	FALSE
3	8000001	8500000	0.0147700831024931	0.247830492791411	FALSE
3	8500001	9000000	0.0631030701754386	0.224609633640178	FALSE
3	9000001	9500000	0.0621846846846847	0.104169563697092	FALSE
3	9500001	10000000	0.0562962962962963	0.118178152701459	FALSE
3	10000001	10500000	0.0594205666985037	0.198565083741934	FALSE
3	10500001	11000000	0.0573337637185281	0.210498839701897	FALSE
3	11000001	11500000	0.0474347014925373	0.214810504866832	FALSE
3	11500001	12000000	0.0216615594143684	0.221188029835545	FALSE
3	12000001	12500000	0.0538093272802311	0.204823882879277	FALSE
3	12500001	13000000	0.0389518174133559	0.190778583636902	FALSE
3	13000001	13500000	0.0587958607714017	0.169655797690153	FALSE
3	13500001	14000000	0.0310168506682162	0.183514682458484	FALSE
3	14000001	14500000	0.019042471042471	0.203710167951856	FALSE
3	14500001	15000000	0.0488558352402746	0.215683355268512	FALSE
3	15000001	15500000	0.108409986859396	0.22989965022539	FALSE
3	15500001	16000000	0.0485670261941448	0.20774857813402	FALSE
